Wavenumber,Diamond_abs,A_defect_abs,B_defect_abs,C_defect_abs
1197.87,0.768442,0.028,0.0235,0.0192
1199.08,0.770244,0.0282,0.0231,0.019
1200.28,0.77255,0.0284,0.0227,0.0188
1201.48,0.774088,0.0286,0.0224,0.0186
1202.69,0.774084,0.0288,0.022,0.0184
1203.9,0.775097,0.029,0.0217,0.0182
1205.1,0.777719,0.0291,0.0213,0.018
1206.31,0.777244,0.0293,0.021,0.0178
1207.51,0.777623,0.0294,0.0206,0.0176
1208.72,0.779404,0.0295,0.0203,0.0174
1209.92,0.781365,0.0296,0.0199,0.0172
1211.13,0.781356,0.0296,0.0195,0.017
1212.33,0.781311,0.0297,0.0191,0.0168
1213.54,0.781446,0.0296,0.0187,0.0166
1214.74,0.78377,0.0296,0.0183,0.0164
1215.95,0.784794,0.0295,0.0179,0.0162
1217.15,0.785607,0.0294,0.0174,0.016
1218.36,0.786261,0.0292,0.017,0.0158
1219.57,0.784973,0.029,0.0166,0.0156
1220.77,0.785248,0.0288,0.0161,0.0154
1221.98,0.787661,0.0285,0.0157,0.0152
1223.18,0.788891,0.0282,0.0153,0.0151
1224.39,0.790715,0.0279,0.015,0.0149
1225.59,0.790573,0.0276,0.0146,0.0147
1226.8,0.787395,0.0272,0.0143,0.0145
1228.0,0.788477,0.0269,0.014,0.0144
1229.21,0.791443,0.0266,0.0137,0.0142
1230.41,0.79297,0.0263,0.0135,0.0141
1231.62,0.794488,0.026,0.0133,0.0139
1232.82,0.795045,0.0258,0.0131,0.0138
1234.03,0.794394,0.0256,0.013,0.0136
1235.23,0.79649,0.0254,0.0129,0.0135
1236.44,0.7979,0.0254,0.0128,0.0134
1237.65,0.800387,0.0253,0.0128,0.0133
1238.85,0.803847,0.0253,0.0127,0.0132
1240.06,0.804266,0.0254,0.0127,0.0131
1241.26,0.80398,0.0254,0.0127,0.0131
1242.47,0.804799,0.0255,0.0127,0.013
1243.67,0.804356,0.0256,0.0127,0.013
1244.88,0.803919,0.0256,0.0127,0.0129
1246.08,0.807575,0.0257,0.0128,0.0129
1247.29,0.810877,0.0257,0.0128,0.0128
1248.49,0.812984,0.0258,0.0128,0.0128
1249.7,0.817534,0.026,0.0128,0.0128
1250.9,0.822395,0.0261,0.0129,0.0128
1252.11,0.826168,0.0264,0.0129,0.0128
1253.32,0.830972,0.0268,0.0129,0.0128
1254.52,0.840337,0.0274,0.0129,0.0128
1255.73,0.848211,0.0282,0.0129,0.0128
1256.93,0.854423,0.0291,0.0128,0.0128
1258.14,0.858762,0.0303,0.0128,0.0128
1259.34,0.867945,0.0316,0.0128,0.0129
1260.55,0.868431,0.0332,0.0128,0.0129
1261.75,0.862388,0.0349,0.0127,0.0129
1262.96,0.857283,0.0368,0.0127,0.0129
1264.16,0.848963,0.0388,0.0127,0.0129
1265.37,0.842139,0.0409,0.0126,0.013
1266.57,0.834861,0.0431,0.0126,0.013
1267.78,0.828768,0.0453,0.0126,0.013
1268.98,0.826526,0.0475,0.0126,0.013
1270.19,0.827845,0.0496,0.0125,0.013
1271.39,0.829528,0.0516,0.0125,0.013
1272.6,0.826928,0.0535,0.0125,0.0131
1273.81,0.824538,0.0552,0.0125,0.0131
1275.01,0.823223,0.0567,0.0125,0.0131
1276.22,0.826103,0.058,0.0125,0.0131
1277.42,0.825724,0.059,0.0125,0.0131
1278.63,0.824907,0.0598,0.0125,0.0131
1279.83,0.825959,0.0603,0.0126,0.0131
1281.04,0.82539,0.0606,0.0126,0.0131
1282.24,0.827592,0.0606,0.0126,0.0132
1283.45,0.8278,0.0604,0.0126,0.0132
1284.65,0.827013,0.0599,0.0126,0.0132
1285.86,0.829461,0.0592,0.0126,0.0132
1287.07,0.829403,0.0583,0.0126,0.0132
1288.27,0.827603,0.0573,0.0126,0.0133
1289.47,0.826579,0.0561,0.0126,0.0133
1290.68,0.828582,0.0549,0.0126,0.0133
1291.89,0.831426,0.0535,0.0125,0.0133
1293.09,0.833393,0.052,0.0125,0.0133
1294.3,0.834458,0.0505,0.0125,0.0133
1295.5,0.835901,0.049,0.0124,0.0133
1296.71,0.837694,0.0474,0.0124,0.0133
1297.91,0.83629,0.0458,0.0123,0.0133
1299.12,0.836344,0.0442,0.0123,0.0132
1300.32,0.83664,0.0425,0.0123,0.0132
1301.53,0.835974,0.0409,0.0123,0.0131
1302.73,0.836956,0.0393,0.0122,0.013
1303.94,0.838151,0.0377,0.0123,0.0129
1305.14,0.83701,0.0362,0.0123,0.0128
1306.35,0.839142,0.0346,0.0123,0.0127
1307.56,0.840301,0.0331,0.0124,0.0125
1308.76,0.836706,0.0316,0.0124,0.0124
1309.97,0.837572,0.0302,0.0125,0.0122
1311.17,0.840106,0.0289,0.0125,0.0121
1312.38,0.842322,0.0276,0.0126,0.0119
1313.58,0.838915,0.0264,0.0126,0.0117
1314.79,0.837303,0.0252,0.0126,0.0116
1315.99,0.843621,0.024,0.0126,0.0114
1317.2,0.842891,0.0229,0.0126,0.0112
1318.4,0.846465,0.0218,0.0127,0.011
1319.61,0.834955,0.0207,0.0129,0.0108
1320.81,0.834299,0.0196,0.0132,0.0106
1322.02,0.836541,0.0185,0.0136,0.0104
1323.22,0.836892,0.0175,0.014,0.0101
1324.43,0.837805,0.0164,0.0145,0.0098
1325.64,0.835744,0.0155,0.0149,0.0095
1326.84,0.835242,0.0146,0.0154,0.0091
1328.05,0.839227,0.0138,0.0163,0.0087
1329.25,0.84018,0.0131,0.0181,0.0083
1330.46,0.843507,0.0124,0.0206,0.0078
1331.66,0.852432,0.0116,0.0222,0.0072
1332.87,0.846765,0.0107,0.0207,0.0063
1334.07,0.838577,0.0097,0.0164,0.0052
1335.28,0.842075,0.0085,0.0112,0.0041
1336.48,0.84104,0.0072,0.0072,0.0035
1337.69,0.840852,0.0059,0.0048,0.0034
1338.89,0.847481,0.0047,0.0034,0.0036
1340.1,0.836056,0.0036,0.0025,0.0037
1341.31,0.817336,0.0027,0.002,0.0041
1342.51,0.830664,0.002,0.0015,0.0062
1343.72,0.831655,0.0014,0.0012,0.0208
1344.92,0.831207,0.0011,0.001,0.0234
1346.13,0.83203,0.0008,0.0008,0.0067
1347.33,0.829412,0.0006,0.0007,0.0028
1348.54,0.832939,0.0005,0.0006,0.0015
1349.74,0.831446,0.0004,0.0005,0.001
1350.95,0.829349,0.0004,0.0004,0.0008
1352.15,0.831618,0.0004,0.0004,0.0007
1353.36,0.835466,0.0003,0.0003,0.0006
1354.56,0.839112,0.0003,0.0003,0.0005
1355.77,0.829508,0.0003,0.0003,0.0004
1356.97,0.835129,0.0003,0.0004,0.0003
1358.18,0.834598,0.0002,0.0004,0.0003
1359.38,0.8398,0.0002,0.0004,0.0002
1360.59,0.860498,0.0002,0.0005,0.0002
1361.8,0.858372,0.0002,0.0005,0.0002
1363.0,0.861936,0.0002,0.0006,0.0001
1364.21,0.813777,0.0002,0.0006,0.0001
1365.41,0.834519,0.0002,0.0006,0.0001
1366.62,0.838225,0.0002,0.0006,0.0001
1367.82,0.852561,0.0002,0.0006,0.0001
1369.03,0.840272,0.0002,0.0005,0.0001
1370.23,0.833677,0.0002,0.0005,0.0001
1371.44,0.838535,0.0002,0.0004,0.0
1372.64,0.867726,0.0002,0.0003,0.0
1373.85,0.859748,0.0001,0.0003,0.0
1375.06,0.825681,0.0001,0.0002,0.0
1376.26,0.826941,0.0001,0.0001,0.0
1377.46,0.845556,0.0001,0.0001,0.0
1378.67,0.841081,0.0001,0.0001,0.0
1379.88,0.838813,0.0001,0.0,0.0
1381.08,0.838318,0.0001,0.0,0.0
1382.29,0.840766,0.0001,0.0,0.0
1383.49,0.840085,0.0001,0.0,0.0
1384.7,0.842141,0.0001,0.0,0.0
1385.9,0.871405,0.0001,0.0,0.0
1387.11,0.89003,0.0001,0.0,0.0
1388.31,0.803515,0.0001,0.0,0.0
1389.52,0.839585,0.0001,0.0,0.0
1390.72,0.845091,0.0001,0.0,0.0
1391.93,0.841759,0.0001,0.0,0.0
1393.13,0.887243,0.0001,0.0,0.0
1394.34,0.899967,0.0001,0.0,0.0
1395.55,0.82463,0.0001,0.0,0.0
1396.75,0.847766,0.0001,0.0,0.0
1397.96,0.895126,0.0001,0.0,0.0
1399.16,0.866385,0.0001,0.0,0.0
1400.37,0.818896,0.0001,0.0,0.0
1401.57,0.853177,0.0001,0.0,0.0
1402.78,0.855886,0.0001,0.0,0.0
1403.98,0.891861,0.0001,0.0,0.0
1405.19,0.860755,0.0001,0.0,0.0
1406.39,0.838234,0.0001,0.0,0.0
1407.6,0.855648,0.0001,0.0,0.0
1408.8,0.860321,0.0001,0.0,0.0
1410.01,0.855498,0.0001,0.0,0.0
1411.21,0.858035,0.0001,0.0,0.0
1412.42,0.8523,0.0001,0.0,0.0
1413.63,0.85265,0.0001,0.0,0.0
1414.83,0.865512,0.0001,0.0,0.0
1416.04,0.878895,0.0,0.0,0.0
1417.24,0.887733,0.0,0.0,0.0
1418.45,0.980499,0.0,0.0,0.0
1419.65,0.822663,0.0,0.0,0.0
1420.86,0.790387,0.0,0.0,0.0
1422.06,0.860413,0.0,0.0,0.0
1423.27,0.893914,0.0,0.0,0.0
1424.47,0.844055,0.0,0.0,0.0
1425.68,0.846114,0.0,0.0,0.0
1426.88,0.858256,0.0,0.0,0.0
1428.09,0.872527,0.0,0.0,0.0
1429.3,0.909069,0.0,0.0,0.0
1430.5,0.856462,0.0,0.0,0.0
1431.71,0.86867,0.0,0.0,0.0
1432.91,0.877266,0.0,0.0,0.0
1434.12,0.877853,0.0,0.0,0.0
1435.32,0.975126,0.0,0.0,0.0
1436.53,0.983381,0.0,0.0,0.0
1437.73,0.775127,0.0,0.0,0.0
1438.94,0.873839,0.0,0.0,0.0
1440.14,0.883761,0.0,0.0,0.0
1441.35,0.881595,0.0,0.0,0.0
1442.55,0.882789,0.0,0.0,0.0
1443.76,0.881518,0.0,0.0,0.0
1444.96,0.887056,0.0,0.0,0.0
1446.17,0.902633,0.0,0.0,0.0
1447.38,0.93929,0.0,0.0,0.0
1448.58,0.857929,0.0,0.0,0.0
1449.79,0.875761,0.0,0.0,0.0
1450.99,0.899031,0.0,0.0,0.0
1452.2,0.896513,0.0,0.0,0.0
1453.4,0.890881,0.0,0.0,0.0
1454.61,0.931728,0.0,0.0,0.0
1455.81,1.07486,0.0,0.0,0.0
1457.02,0.918616,0.0,0.0,0.0
1458.22,0.840246,0.0,0.0,0.0
1459.43,0.851902,0.0,0.0,0.0
1460.63,0.875565,0.0,0.0,0.0
1461.84,0.893702,0.0,0.0,0.0
1463.05,0.916353,0.0,0.0,0.0
1464.25,0.993654,0.0,0.0,0.0
1465.45,0.859824,0.0,0.0,0.0
1466.66,0.887768,0.0,0.0,0.0
1467.87,0.908767,0.0,0.0,0.0
1469.07,0.91517,0.0,0.0,0.0
1470.28,0.951286,0.0,0.0,0.0
1471.48,1.0359,0.0,0.0,0.0
1472.69,0.955229,0.0,0.0,0.0
1473.89,0.864843,0.0,0.0,0.0
1475.1,0.94019,0.0,0.0,0.0
1476.3,0.941876,0.0,0.0,0.0
1477.51,0.880541,0.0,0.0,0.0
1478.71,0.916525,0.0,0.0,0.0
1479.92,0.934429,0.0,0.0,0.0
1481.12,0.937147,0.0,0.0,0.0
1482.33,0.918344,0.0,0.0,0.0
1483.54,0.929872,0.0,0.0,0.0
1484.74,0.937532,0.0,0.0,0.0
1485.95,0.977344,0.0,0.0,0.0
1487.15,0.974596,0.0,0.0,0.0
1488.36,0.955672,0.0,0.0,0.0
1489.56,1.03072,0.0,0.0,0.0
1490.77,0.932721,0.0,0.0,0.0
1491.97,0.908893,0.0,0.0,0.0
1493.18,0.952217,0.0,0.0,0.0
1494.38,0.9792,0.0,0.0,0.0
1495.59,1.08329,0.0,0.0,0.0
1496.79,0.901102,0.0,0.0,0.0
1498.0,1.00182,0.0,0.0,0.0
1499.2,0.938658,0.0,0.0,0.0
1500.41,0.949751,0.0,0.0,0.0
1501.62,0.979298,0.0,0.0,0.0
1502.82,0.969962,0.0,0.0,0.0
1504.03,1.04162,0.0,0.0,0.0
1505.23,1.18819,0.0,0.0,0.0
1506.44,1.0914,0.0,0.0,0.0
1507.64,0.918197,0.0,0.0,0.0
1508.85,0.973255,0.0,0.0,0.0
1510.05,0.969962,0.0,0.0,0.0
1511.26,1.02896,0.0,0.0,0.0
1512.46,0.997756,0.0,0.0,0.0
1513.67,0.990803,0.0,0.0,0.0
1514.88,1.04789,0.0,0.0,0.0
1516.08,1.10274,0.0,0.0,0.0
1517.29,1.04238,0.0,0.0,0.0
1518.49,0.983738,0.0,0.0,0.0
1519.7,1.14586,0.0,0.0,0.0
1520.9,1.14558,0.0,0.0,0.0
1522.11,0.994941,0.0,0.0,0.0
1523.31,0.98648,0.0,0.0,0.0
1524.52,1.11295,0.0,0.0,0.0
1525.72,1.04622,0.0,0.0,0.0
1526.93,1.05832,0.0,0.0,0.0
1528.13,1.06597,0.0,0.0,0.0
1529.34,1.04052,0.0,0.0,0.0
1530.54,1.07986,0.0,0.0,0.0
1531.75,1.10982,0.0,0.0,0.0
1532.95,1.1884,0.0,0.0,0.0
1534.16,1.04463,0.0,0.0,0.0
1535.37,1.05987,0.0,0.0,0.0
1536.57,1.10573,0.0,0.0,0.0
1537.78,1.24352,0.0,0.0,0.0
1538.98,1.31556,0.0,0.0,0.0
1540.19,1.06993,0.0,0.0,0.0
1541.39,1.16896,0.0,0.0,0.0
1542.6,1.0844,0.0,0.0,0.0
1543.8,1.15334,0.0,0.0,0.0
1545.01,1.1808,0.0,0.0,0.0
1546.21,1.09335,0.0,0.0,0.0
1547.42,1.15612,0.0,0.0,0.0
1548.62,1.20115,0.0,0.0,0.0
1549.83,1.20864,0.0,0.0,0.0
1551.04,1.13905,0.0,0.0,0.0
1552.24,1.18019,0.0,0.0,0.0
1553.44,1.3005,0.0,0.0,0.0
1554.65,1.16872,0.0,0.0,0.0
1555.86,1.18792,0.0,0.0,0.0
1557.06,1.41847,0.0,0.0,0.0
1558.27,1.36017,0.0,0.0,0.0
1559.47,1.27762,0.0,0.0,0.0
1560.68,1.04782,0.0,0.0,0.0
1561.88,1.15969,0.0,0.0,0.0
1563.09,1.22814,0.0,0.0,0.0
1564.29,1.26824,0.0,0.0,0.0
1565.5,1.21365,0.0,0.0,0.0
1566.7,1.22947,0.0,0.0,0.0
1567.91,1.29704,0.0,0.0,0.0
1569.12,1.37431,0.0,0.0,0.0
1570.32,1.20316,0.0,0.0,0.0
1571.53,1.24956,0.0,0.0,0.0
1572.73,1.28205,0.0,0.0,0.0
1573.94,1.30439,0.0,0.0,0.0
1575.14,1.46444,0.0,0.0,0.0
1576.35,1.30397,0.0,0.0,0.0
1577.55,1.22325,0.0,0.0,0.0
1578.76,1.31055,0.0,0.0,0.0
1579.96,1.32091,0.0,0.0,0.0
1581.17,1.32251,0.0,0.0,0.0
1582.37,1.3241,0.0,0.0,0.0
1583.58,1.33237,0.0,0.0,0.0
1584.78,1.34099,0.0,0.0,0.0
1585.99,1.35053,0.0,0.0,0.0
1587.19,1.36073,0.0,0.0,0.0
1588.4,1.36699,0.0,0.0,0.0
1589.61,1.37492,0.0,0.0,0.0
1590.81,1.38125,0.0,0.0,0.0
1592.02,1.38467,0.0,0.0,0.0
1593.22,1.39522,0.0,0.0,0.0
1594.43,1.39872,0.0,0.0,0.0
1595.63,1.39638,0.0,0.0,0.0
1596.84,1.40392,0.0,0.0,0.0
1598.04,1.40893,0.0,0.0,0.0
1599.25,1.41424,0.0,0.0,0.0
1600.45,1.42749,0.0,0.0,0.0
1601.66,1.43589,0.0,0.0,0.0
1602.87,1.44797,0.0,0.0,0.0
1604.07,1.44701,0.0,0.0,0.0
1605.28,1.45891,0.0,0.0,0.0
1606.48,1.47269,0.0,0.0,0.0
1607.69,1.47241,0.0,0.0,0.0
1608.89,1.49535,0.0,0.0,0.0
1610.1,1.48853,0.0,0.0,0.0
1611.3,1.50029,0.0,0.0,0.0
1612.51,1.5086,0.0,0.0,0.0
1613.71,1.52058,0.0,0.0,0.0
1614.92,1.57127,0.0,0.0,0.0
1616.12,1.70855,0.0,0.0,0.0
1617.33,1.44315,0.0,0.0,0.0
1618.53,1.51754,0.0,0.0,0.0
1619.74,1.5633,0.0,0.0,0.0
1620.94,1.57854,0.0,0.0,0.0
1622.15,1.63909,0.0,0.0,0.0
1623.36,1.64441,0.0,0.0,0.0
1624.56,1.54341,0.0,0.0,0.0
1625.77,1.60765,0.0,0.0,0.0
1626.97,1.66895,0.0,0.0,0.0
1628.18,1.62406,0.0,0.0,0.0
1629.38,1.62457,0.0,0.0,0.0
1630.59,1.6516,0.0,0.0,0.0
1631.79,1.66383,0.0,0.0,0.0
1633.0,1.67971,0.0,0.0,0.0
1634.2,1.82427,0.0,0.0,0.0
1635.41,1.78482,0.0,0.0,0.0
1636.61,1.62041,0.0,0.0,0.0
1637.82,1.70075,0.0,0.0,0.0
1639.03,1.71285,0.0,0.0,0.0
1640.23,1.74166,0.0,0.0,0.0
1641.43,1.76012,0.0,0.0,0.0
1642.64,1.76779,0.0,0.0,0.0
1643.85,1.78921,0.0,0.0,0.0
1645.05,1.92101,0.0,0.0,0.0
1646.26,1.84615,0.0,0.0,0.0
1647.46,1.83625,0.0,0.0,0.0
1648.67,1.79686,0.0,0.0,0.0
1649.87,1.83519,0.0,0.0,0.0
1651.08,1.97103,0.0,0.0,0.0
1652.28,2.19468,0.0,0.0,0.0
1653.49,1.81833,0.0,0.0,0.0
1654.69,1.7926,0.0,0.0,0.0
1655.9,1.86604,0.0,0.0,0.0
1657.11,1.92314,0.0,0.0,0.0
1658.31,1.92821,0.0,0.0,0.0
1659.52,1.93333,0.0,0.0,0.0
1660.72,1.96347,0.0,0.0,0.0
1661.93,2.04448,0.0,0.0,0.0
1663.13,1.9711,0.0,0.0,0.0
1664.34,1.95987,0.0,0.0,0.0
1665.54,1.99287,0.0,0.0,0.0
1666.75,2.01778,0.0,0.0,0.0
1667.95,2.09799,0.0,0.0,0.0
1669.16,2.09814,0.0,0.0,0.0
1670.36,2.01291,0.0,0.0,0.0
1671.57,2.05868,0.0,0.0,0.0
1672.77,2.0334,0.0,0.0,0.0
1673.98,2.15349,0.0,0.0,0.0
1675.18,2.15779,0.0,0.0,0.0
1676.39,2.00089,0.0,0.0,0.0
1677.6,2.10266,0.0,0.0,0.0
1678.8,2.13646,0.0,0.0,0.0
1680.01,2.15004,0.0,0.0,0.0
1681.21,2.12462,0.0,0.0,0.0
1682.42,2.23428,0.0,0.0,0.0
1683.62,2.35001,0.0,0.0,0.0
1684.83,2.1525,0.0,0.0,0.0
1686.03,2.05506,0.0,0.0,0.0
1687.24,2.19953,0.0,0.0,0.0
1688.44,2.21225,0.0,0.0,0.0
1689.65,2.22201,0.0,0.0,0.0
1690.85,2.21228,0.0,0.0,0.0
1692.06,2.23303,0.0,0.0,0.0
1693.27,2.25707,0.0,0.0,0.0
1694.47,2.39028,0.0,0.0,0.0
1695.68,2.41204,0.0,0.0,0.0
1696.88,2.1811,0.0,0.0,0.0
1698.09,2.32418,0.0,0.0,0.0
1699.29,2.57049,0.0,0.0,0.0
1700.5,2.36353,0.0,0.0,0.0
1701.7,2.21168,0.0,0.0,0.0
1702.91,2.37037,0.0,0.0,0.0
1704.11,2.42985,0.0,0.0,0.0
1705.32,2.41708,0.0,0.0,0.0
1706.52,2.41855,0.0,0.0,0.0
1707.73,2.38966,0.0,0.0,0.0
1708.93,2.44406,0.0,0.0,0.0
1710.14,2.46233,0.0,0.0,0.0
1711.35,2.45644,0.0,0.0,0.0
1712.55,2.49593,0.0,0.0,0.0
1713.76,2.5555,0.0,0.0,0.0
1714.96,2.5391,0.0,0.0,0.0
1716.17,2.56676,0.0,0.0,0.0
1717.37,2.64569,0.0,0.0,0.0
1718.58,2.48801,0.0,0.0,0.0
1719.78,2.50778,0.0,0.0,0.0
1720.99,2.57423,0.0,0.0,0.0
1722.19,2.59535,0.0,0.0,0.0
1723.4,2.61236,0.0,0.0,0.0
1724.6,2.60752,0.0,0.0,0.0
1725.81,2.62841,0.0,0.0,0.0
1727.02,2.65209,0.0,0.0,0.0
1728.22,2.67181,0.0,0.0,0.0
1729.42,2.71839,0.0,0.0,0.0
1730.63,2.67959,0.0,0.0,0.0
1731.84,2.73689,0.0,0.0,0.0
1733.04,2.86968,0.0,0.0,0.0
1734.25,2.77638,0.0,0.0,0.0
1735.45,2.63987,0.0,0.0,0.0
1736.66,2.76131,0.0,0.0,0.0
1737.86,2.79359,0.0,0.0,0.0
1739.07,2.89084,0.0,0.0,0.0
1740.27,2.79567,0.0,0.0,0.0
1741.48,2.81755,0.0,0.0,0.0
1742.68,2.89638,0.0,0.0,0.0
1743.89,2.87929,0.0,0.0,0.0
1745.1,2.90055,0.0,0.0,0.0
1746.3,2.93922,0.0,0.0,0.0
1747.51,2.96668,0.0,0.0,0.0
1748.71,2.97748,0.0,0.0,0.0
1749.92,3.0104,0.0,0.0,0.0
1751.12,3.06069,0.0,0.0,0.0
1752.33,2.95118,0.0,0.0,0.0
1753.53,3.02801,0.0,0.0,0.0
1754.74,3.05637,0.0,0.0,0.0
1755.94,3.12085,0.0,0.0,0.0
1757.15,3.09062,0.0,0.0,0.0
1758.35,3.09736,0.0,0.0,0.0
1759.56,3.13245,0.0,0.0,0.0
1760.76,3.21689,0.0,0.0,0.0
1761.97,3.18684,0.0,0.0,0.0
1763.17,3.15145,0.0,0.0,0.0
1764.38,3.21214,0.0,0.0,0.0
1765.59,3.23101,0.0,0.0,0.0
1766.79,3.28897,0.0,0.0,0.0
1768.0,3.32408,0.0,0.0,0.0
1769.2,3.26416,0.0,0.0,0.0
1770.41,3.37434,0.0,0.0,0.0
1771.61,3.43991,0.0,0.0,0.0
1772.82,3.37319,0.0,0.0,0.0
1774.02,3.35604,0.0,0.0,0.0
1775.23,3.4573,0.0,0.0,0.0
1776.43,3.46761,0.0,0.0,0.0
1777.64,3.50792,0.0,0.0,0.0
1778.84,3.53675,0.0,0.0,0.0
1780.05,3.58312,0.0,0.0,0.0
1781.26,3.57002,0.0,0.0,0.0
1782.46,3.59191,0.0,0.0,0.0
1783.67,3.63812,0.0,0.0,0.0
1784.87,3.66252,0.0,0.0,0.0
1786.08,3.64649,0.0,0.0,0.0
1787.28,3.68485,0.0,0.0,0.0
1788.49,3.70892,0.0,0.0,0.0
1789.69,3.75277,0.0,0.0,0.0
1790.9,3.7913,0.0,0.0,0.0
1792.1,3.84895,0.0,0.0,0.0
1793.31,3.76597,0.0,0.0,0.0
1794.51,3.82834,0.0,0.0,0.0
1795.72,3.87415,0.0,0.0,0.0
1796.92,3.88256,0.0,0.0,0.0
1798.13,3.92258,0.0,0.0,0.0
1799.34,3.96529,0.0,0.0,0.0
1800.54,3.97048,0.0,0.0,0.0
1801.75,4.01898,0.0,0.0,0.0
1802.95,4.03048,0.0,0.0,0.0
1804.16,4.07371,0.0,0.0,0.0
1805.36,4.11037,0.0,0.0,0.0
1806.57,4.15566,0.0,0.0,0.0
1807.77,4.19886,0.0,0.0,0.0
1808.98,4.23926,0.0,0.0,0.0
1810.18,4.31126,0.0,0.0,0.0
1811.39,4.33599,0.0,0.0,0.0
1812.59,4.39614,0.0,0.0,0.0
1813.8,4.46739,0.0,0.0,0.0
1815.01,4.55359,0.0,0.0,0.0
1816.21,4.67918,0.0,0.0,0.0
1817.41,4.80137,0.0,0.0,0.0
1818.62,4.86653,0.0,0.0,0.0
1819.83,4.92233,0.0,0.0,0.0
1821.03,4.96331,0.0,0.0,0.0
1822.24,4.9921,0.0,0.0,0.0
1823.44,5.02446,0.0,0.0,0.0
1824.65,5.09583,0.0,0.0,0.0
1825.85,5.07617,0.0,0.0,0.0
1827.06,5.12161,0.0,0.0,0.0
1828.26,5.18306,0.0,0.0,0.0
1829.47,5.25654,0.0,0.0,0.0
1830.67,5.22222,0.0,0.0,0.0
1831.88,5.27646,0.0,0.0,0.0
1833.09,5.3289,0.0,0.0,0.0
1834.29,5.36774,0.0,0.0,0.0
1835.5,5.42343,0.0,0.0,0.0
1836.7,5.47731,0.0,0.0,0.0
1837.91,5.51236,0.0,0.0,0.0
1839.11,5.56026,0.0,0.0,0.0
1840.32,5.60238,0.0,0.0,0.0
1841.52,5.6433,0.0,0.0,0.0
1842.73,5.70538,0.0,0.0,0.0
1843.93,5.79265,0.0,0.0,0.0
1845.14,5.71634,0.0,0.0,0.0
1846.34,5.8077,0.0,0.0,0.0
1847.55,5.86103,0.0,0.0,0.0
1848.75,5.89729,0.0,0.0,0.0
1849.96,5.94606,0.0,0.0,0.0
1851.16,5.9837,0.0,0.0,0.0
